label	entity_id	ssid
Unusual gastrointestinal infection	http://purl.obolibrary.org/obo/HP_0032166	[5, 2, 2, 4, 1]
Clostridium difficile enteritis	http://purl.obolibrary.org/obo/HP_0032167	[5, 2, 9, 6, 1]
Clostridium difficile colitis	http://purl.obolibrary.org/obo/HP_0032168	[5, 2, 9, 6, 2]
Severe infection	http://purl.obolibrary.org/obo/HP_0032169	[5, 3, 5, 3, 9]
Severe varicella zoster infection	http://purl.obolibrary.org/obo/HP_0032170	[5, 9, 9, 8, 2]
Bladder pain	http://purl.obolibrary.org/obo/HP_0032171	[0, 9, 1, 3, 1]
Air crescent sign	http://purl.obolibrary.org/obo/HP_0032172	[4, 5, 0, 0, 2]
Continuous diaphragm sign	http://purl.obolibrary.org/obo/HP_0032173	[4, 5, 0, 4, 4]
Tree-in-bud pattern	http://purl.obolibrary.org/obo/HP_0032174	[4, 0, 0, 5, 2]
Signet ring sign	http://purl.obolibrary.org/obo/HP_0032175	[4, 0, 0, 8, 5]
Apical pulmonary opacity	http://purl.obolibrary.org/obo/HP_0032176	[4, 5, 4, 5, 1]
Parenchymal consolidation	http://purl.obolibrary.org/obo/HP_0032177	[5, 7, 3, 3, 5]
Flaky paint dermatosis	http://purl.obolibrary.org/obo/HP_0032178	[5, 9, 3, 6, 3]
Abnormal circulating globulin concentration	http://purl.obolibrary.org/obo/HP_0032179	[1, 4, 7, 5]
Abnormal circulating metabolite concentration	http://purl.obolibrary.org/obo/HP_0032180	[1, 2, 0, 3, 0]
Anomalous hepatic venous drainage into the left atrium	http://purl.obolibrary.org/obo/HP_0032181	[4, 6, 0, 0, 8]
Abnormal proportion of memory T cells	http://purl.obolibrary.org/obo/HP_0032182	[6, 0, 3, 6, 3]
Decreased proportion of memory T cells	http://purl.obolibrary.org/obo/HP_0032183	[7, 5, 5, 0, 1]
Increased proportion of memory T cells	http://purl.obolibrary.org/obo/HP_0032184	[2, 3, 5, 4]
Disseminated molluscum contagiosum	http://purl.obolibrary.org/obo/HP_0032185	[5, 9, 1, 7, 1, 1]
Anal neoplasm	http://purl.obolibrary.org/obo/HP_0032186	[5, 2, 0, 7]
Anal intraepithelial neoplasia	http://purl.obolibrary.org/obo/HP_0032187	[5, 2, 0, 8]
Cellular hypersensitivity to mitomycin C	http://purl.obolibrary.org/obo/HP_0032188	[5, 4, 5, 3, 2, 1]
Cellular hypersensitivity to diepoxybutane	http://purl.obolibrary.org/obo/HP_0032189	[5, 3, 1, 7, 0]
Abnormal meniscus morphology	http://purl.obolibrary.org/obo/HP_0032190	[6, 6, 5, 6]
Torn meniscus	http://purl.obolibrary.org/obo/HP_0032191	[4, 0, 7, 7, 2]
Hydatidiform mole	http://purl.obolibrary.org/obo/HP_0032192	[4, 8, 1, 7, 5, 0]
Decreased low-density lipoprotein particle size	http://purl.obolibrary.org/obo/HP_0032193	[7, 4, 2, 7, 3]
Abnormal S wave	http://purl.obolibrary.org/obo/HP_0032195	[1, 0, 4, 5]
Prominent S wave in lead I	http://purl.obolibrary.org/obo/HP_0032196	[5, 3, 0, 2, 5]
Deep S wave in lead V5	http://purl.obolibrary.org/obo/HP_0032197	[5, 3, 0, 0, 9]
Decreased prothrombin time	http://purl.obolibrary.org/obo/HP_0032198	[7, 2, 6, 0, 4]
Abnormal prothrombin time	http://purl.obolibrary.org/obo/HP_0032199	[6, 9, 3, 8]
Perivascular fibrosis	http://purl.obolibrary.org/obo/HP_0032200	[5, 4, 3, 5, 6, 1]
Rotator cuff tear	http://purl.obolibrary.org/obo/HP_0032201	[3, 3, 6, 4]
Vulvar intraepithelial neoplasia	http://purl.obolibrary.org/obo/HP_0032202	[5, 9, 7, 6, 5]
Lymphoid nodular hyperplasia	http://purl.obolibrary.org/obo/HP_0032203	[5, 6, 2, 6, 3]
Chronic active Epstein-Barr virus infection	http://purl.obolibrary.org/obo/HP_0032204	[5, 3, 5, 4, 7, 1]
Increased circulating galectin-3 level	http://purl.obolibrary.org/obo/HP_0032205	[2, 1, 2, 1]
obsolete Abnormal cerebrospinal fluid metabolite concentration	http://purl.obolibrary.org/obo/HP_0032207	[1, 6, 7, 5, 1]
Increased urinary type 1 collagen N-terminal telopeptide level	http://purl.obolibrary.org/obo/HP_0032208	[2, 7, 4, 9, 1]
Abnormal circulating free T3 concentration	http://purl.obolibrary.org/obo/HP_0032209	[1, 2, 9, 1]
Decreased circulating free T3	http://purl.obolibrary.org/obo/HP_0032210	[7, 4, 3, 1]
Increased urinary epithelial cell count	http://purl.obolibrary.org/obo/HP_0032211	[2, 7, 3, 2, 0]
Increased urinary squamous epithelial cell count	http://purl.obolibrary.org/obo/HP_0032212	[2, 7, 3, 2, 1]
Increased urinary renal tubular epithelial cell count	http://purl.obolibrary.org/obo/HP_0032213	[2, 7, 3, 2, 2]
Increased urinary transitional epithelial cell count	http://purl.obolibrary.org/obo/HP_0032214	[2, 7, 3, 2, 3]
Disseminated cutaneous warts	http://purl.obolibrary.org/obo/HP_0032215	[5, 9, 3, 1, 0]
Lymphocytic infiltration of the colorectal mucosa	http://purl.obolibrary.org/obo/HP_0032216	[5, 2, 1, 0]
Indurated nodule	http://purl.obolibrary.org/obo/HP_0032217	[5, 6, 2, 1, 4]
Decreased proportion of CD4-positive T cells	http://purl.obolibrary.org/obo/HP_0032218	[7, 5, 5, 2, 2]
Increased proportion of CD4-positive T cells	http://purl.obolibrary.org/obo/HP_0032219	[2, 3, 5, 0, 0]
Interface hepatitis	http://purl.obolibrary.org/obo/HP_0032220	[5, 3, 9, 0, 6]
Periportal emperipolesis	http://purl.obolibrary.org/obo/HP_0032221	[4, 5, 7, 4]
Serrated intestinal polyps	http://purl.obolibrary.org/obo/HP_0032222	[5, 2, 4, 2, 5]
Blood group	http://purl.obolibrary.org/obo/HP_0032223	[5, 3, 2, 9, 1]
ABO blood group	http://purl.obolibrary.org/obo/HP_0032224	[5, 3, 2, 9, 2]
Perifollicular fibroma	http://purl.obolibrary.org/obo/HP_0032225	[5, 6, 7, 2, 6]
Abnormal sebaceous gland morphology	http://purl.obolibrary.org/obo/HP_0032226	[6, 6, 0, 4]
Sebaceous hyperplasia	http://purl.obolibrary.org/obo/HP_0032227	[5, 6, 7, 3, 7]
Trichodiscoma	http://purl.obolibrary.org/obo/HP_0032228	[4, 0, 9, 1, 7]
Perinuclear antineutrophil antibody positivity	http://purl.obolibrary.org/obo/HP_0032229	[5, 5, 2, 3, 1]
Cytoplasmic antineutrophil antibody positivity	http://purl.obolibrary.org/obo/HP_0032230	[5, 5, 2, 3, 2]
Hypochromia	http://purl.obolibrary.org/obo/HP_0032231	[7, 2, 9, 5, 5]
Increased circulating creatine kinase MB isoform	http://purl.obolibrary.org/obo/HP_0032232	[2, 1, 6, 4]
Increased circulating creatine kinase BB isoform	http://purl.obolibrary.org/obo/HP_0032233	[2, 1, 6, 5]
Increased circulating creatine kinase MM isoform	http://purl.obolibrary.org/obo/HP_0032234	[2, 1, 6, 6]
Anti-La/SS-B antibody positivity	http://purl.obolibrary.org/obo/HP_0032235	[5, 5, 1, 5, 0]
Increased circulating immature neutrophil count	http://purl.obolibrary.org/obo/HP_0032236	[2, 5, 7, 2, 1]
Increased circulating myelocyte count	http://purl.obolibrary.org/obo/HP_0032237	[2, 5, 7, 2, 2]
Increased circulating metamyelocyte count	http://purl.obolibrary.org/obo/HP_0032238	[2, 1, 2, 9]
Increased circulating band cell count	http://purl.obolibrary.org/obo/HP_0032239	[2, 5, 7, 0, 1]
Elevated circulating E selectin level	http://purl.obolibrary.org/obo/HP_0032240	[2, 5, 5, 1, 1]
Cervical neoplasm	http://purl.obolibrary.org/obo/HP_0032241	[5, 8, 3, 7, 1]
Cervical intraepithelial neoplasia	http://purl.obolibrary.org/obo/HP_0032242	[5, 3, 9, 2, 4]
Abnormal tissue metabolite concentration	http://purl.obolibrary.org/obo/HP_0032243	[1, 8, 5, 3, 0]
Decreased serum thromboxane B2	http://purl.obolibrary.org/obo/HP_0032244	[7, 1, 4, 1, 2]
Abnormal metabolism	http://purl.obolibrary.org/obo/HP_0032245	[1, 8, 5, 9, 0]
Persistent CMV viremia	http://purl.obolibrary.org/obo/HP_0032247	[5, 3, 5, 4, 8, 0]
Persistent viremia	http://purl.obolibrary.org/obo/HP_0032248	[5, 3, 5, 4, 8, 1]
Coccidioidomycosis	http://purl.obolibrary.org/obo/HP_0032249	[5, 9, 4, 7, 0]
Acinetobacter infection	http://purl.obolibrary.org/obo/HP_0032250	[5, 3, 8, 8, 4, 2]
Abnormal immune system morphology	http://purl.obolibrary.org/obo/HP_0032251	[6, 0, 3, 5, 1]
Granuloma	http://purl.obolibrary.org/obo/HP_0032252	[5, 8, 4, 4, 1]
Eosinophilic granuloma	http://purl.obolibrary.org/obo/HP_0032253	[5, 4, 3, 2, 4]
Increased circulating copper concentration	http://purl.obolibrary.org/obo/HP_0032254	[2, 8, 5, 1, 0]
Opportunistic fungal infection	http://purl.obolibrary.org/obo/HP_0032255	[5, 3, 5, 9, 9]
Histoplasmosis	http://purl.obolibrary.org/obo/HP_0032256	[5, 9, 4, 7, 1]
Disseminated histoplasmosis	http://purl.obolibrary.org/obo/HP_0032257	[5, 9, 4, 7, 2]
Pulmonary histoplasmosis	http://purl.obolibrary.org/obo/HP_0032258	[4, 5, 4, 6, 0]
Chronic tinea infection	http://purl.obolibrary.org/obo/HP_0032259	[5, 9, 7, 5, 5]
Opportunistic bacterial infection	http://purl.obolibrary.org/obo/HP_0032260	[5, 3, 5, 9, 1, 1]
Nontuberculous mycobacterial pulmonary infection	http://purl.obolibrary.org/obo/HP_0032261	[4, 5, 4, 4, 0]
Pulmonary tuberculosis	http://purl.obolibrary.org/obo/HP_0032262	[4, 5, 4, 4, 1]
Increased blood pressure	http://purl.obolibrary.org/obo/HP_0032263	[2, 5, 3, 1, 3]
Anti-NMDA receptor antibody positivity	http://purl.obolibrary.org/obo/HP_0032264	[5, 5, 3, 3, 0]
CSF autoimmune antibody positivity	http://purl.obolibrary.org/obo/HP_0032265	[5, 5, 6, 6, 1]
CSF anti-NMDA receptor antibody positivity	http://purl.obolibrary.org/obo/HP_0032266	[5, 5, 6, 6, 2]
Empty delta sign	http://purl.obolibrary.org/obo/HP_0032267	[0, 4, 3, 6, 1]
Dural tail sign	http://purl.obolibrary.org/obo/HP_0032268	[4, 0, 0, 8, 6]
Lemon sign	http://purl.obolibrary.org/obo/HP_0032269	[5, 6, 0, 8, 0, 3]
Optic nerve tram-track sign	http://purl.obolibrary.org/obo/HP_0032270	[4, 0, 0, 8, 7]
Extrapulmonary tuberculosis	http://purl.obolibrary.org/obo/HP_0032271	[4, 5, 4, 4, 2]
obsolete Elevated urinary N-acetylaspartic acid level	http://purl.obolibrary.org/obo/HP_0032272	[1, 3, 3, 0, 0]
Increased circulating N-acetylaspartic acid concentration	http://purl.obolibrary.org/obo/HP_0032273	[1, 3, 3, 0, 1]
Increased CSF N-acetylaspartic acid concentration	http://purl.obolibrary.org/obo/HP_0032274	[2, 2, 9, 1, 0]
Recurrent shingles	http://purl.obolibrary.org/obo/HP_0032275	[5, 9, 9, 8, 3]
Prominent subcalcaneal fat pad	http://purl.obolibrary.org/obo/HP_0032276	[3, 5, 3, 4]
Lozenge-shaped umbilicus	http://purl.obolibrary.org/obo/HP_0032277	[4, 8, 3, 1, 2]
2-hydroxyglutarate aciduria	http://purl.obolibrary.org/obo/HP_0032278	[1, 1, 8, 3, 1]
Abnormal base excess	http://purl.obolibrary.org/obo/HP_0032281	[1, 9, 4, 6]
Contact dermatitis	http://purl.obolibrary.org/obo/HP_0032282	[5, 9, 1, 5, 6]
Disseminated nontuberculous mycobacterial infection	http://purl.obolibrary.org/obo/HP_0032283	[5, 3, 5, 9, 4]
Ultra-low vision with retained motion projection	http://purl.obolibrary.org/obo/HP_0032284	[5, 0, 0, 3, 3]
Ultra-low vision with retained light projection	http://purl.obolibrary.org/obo/HP_0032285	[5, 0, 0, 3, 4]
Ultra-low vision with retained light perception	http://purl.obolibrary.org/obo/HP_0032286	[7, 6, 6, 7, 1]
Ultra-low vision with no light perception	http://purl.obolibrary.org/obo/HP_0032287	[7, 6, 6, 7, 2]
Polyclonal elevation of circulating IgG	http://purl.obolibrary.org/obo/HP_0032288	[2, 1, 0, 1]
Oligoclonal elevation of circulating IgG	http://purl.obolibrary.org/obo/HP_0032289	[2, 1, 0, 2]
Monoclonal elevation of IgG	http://purl.obolibrary.org/obo/HP_0032290	[2, 1, 5, 3]
Monoclonal elevation of intact IgG	http://purl.obolibrary.org/obo/HP_0032291	[2, 1, 5, 4]
Monoclonal elevation of IgG light chain	http://purl.obolibrary.org/obo/HP_0032292	[2, 1, 5, 5]
Monoclonal elevation of IgG heavy chain	http://purl.obolibrary.org/obo/HP_0032293	[2, 1, 9, 7]
Monoclonal elevation of IgG kappa chain	http://purl.obolibrary.org/obo/HP_0032294	[2, 1, 5, 6]
Monoclonal elevation of IgG lambda chain	http://purl.obolibrary.org/obo/HP_0032295	[2, 1, 5, 7]
Increased circulating IgG subclass	http://purl.obolibrary.org/obo/HP_0032296	[2, 1, 0, 3]
Increased circulating IgG3 level	http://purl.obolibrary.org/obo/HP_0032297	[2, 1, 0, 4]
Increased circulating IgG1 level	http://purl.obolibrary.org/obo/HP_0032298	[2, 1, 0, 5]
Increased circulating IgG2 level	http://purl.obolibrary.org/obo/HP_0032299	[2, 1, 0, 6]
Increased circulating IgG4 level	http://purl.obolibrary.org/obo/HP_0032300	[2, 3, 7, 3]
Genital warts	http://purl.obolibrary.org/obo/HP_0032301	[5, 9, 7, 8, 2]
Kappa Bence Jones proteinuria	http://purl.obolibrary.org/obo/HP_0032302	[5, 7, 1, 8, 1]
Lambda Bence Jones proteinuria	http://purl.obolibrary.org/obo/HP_0032303	[5, 7, 1, 8, 2]
Abnormal circulating mannose-binding protein concentration	http://purl.obolibrary.org/obo/HP_0032304	[1, 4, 3, 9]
Decreased circulating mannose-binding protein concentration	http://purl.obolibrary.org/obo/HP_0032305	[7, 4, 8, 5, 1]
Increased circulating mannose-binding protein concentration	http://purl.obolibrary.org/obo/HP_0032306	[2, 1, 2, 2, 1]
Increased circulating procalcitonin concentration	http://purl.obolibrary.org/obo/HP_0032308	[2, 8, 4, 7]
Abnormal granulocyte count	http://purl.obolibrary.org/obo/HP_0032309	[6, 0, 9, 1, 7]
Granulocytosis	http://purl.obolibrary.org/obo/HP_0032310	[2, 6, 6, 9, 2]
Increased circulating globulin level	http://purl.obolibrary.org/obo/HP_0032311	[2, 4, 9, 1, 2]
Decreased circulating globulin level	http://purl.obolibrary.org/obo/HP_0032312	[7, 4, 8, 1, 1]
Frontotemporal hypertrichosis	http://purl.obolibrary.org/obo/HP_0032313	[3, 6, 5, 1, 5]
Abnormal areolar morphology	http://purl.obolibrary.org/obo/HP_0032314	[6, 6, 4, 6]
Areolar fullness	http://purl.obolibrary.org/obo/HP_0032315	[4, 8, 3, 6, 5]
Family history	http://purl.obolibrary.org/obo/HP_0032316	[5, 3, 3, 8, 0]
Family history of cancer	http://purl.obolibrary.org/obo/HP_0032317	[5, 8, 5, 7]
Family history of heart disease	http://purl.obolibrary.org/obo/HP_0032318	[5, 3, 3, 6, 0]
Health status	http://purl.obolibrary.org/obo/HP_0032319	[5, 3, 8, 4, 5, 0]
Affected	http://purl.obolibrary.org/obo/HP_0032320	[5, 3, 8, 3, 1, 1]
Unaffected	http://purl.obolibrary.org/obo/HP_0032321	[5, 3, 8, 4, 1, 1]
Healthy	http://purl.obolibrary.org/obo/HP_0032322	[5, 3, 8, 4, 5, 1]
Periodic fever	http://purl.obolibrary.org/obo/HP_0032323	[5, 9, 9, 5, 4]
Non-periodic recurrent fever	http://purl.obolibrary.org/obo/HP_0032324	[5, 9, 9, 5, 5]
Lacunar stroke	http://purl.obolibrary.org/obo/HP_0032325	[5, 9, 6, 1, 5]
Methicillin-resistant Staphylococcus aureus infection	http://purl.obolibrary.org/obo/HP_0032326	[5, 3, 5, 1, 7, 3]
Interhemispheric cyst	http://purl.obolibrary.org/obo/HP_0032327	[4, 1, 6, 1, 3]
Temporomandibular joint adhesion	http://purl.obolibrary.org/obo/HP_0032328	[4, 2, 8, 3]
Increased urinary 11-deoxycortisol level	http://purl.obolibrary.org/obo/HP_0032329	[2, 7, 3, 4, 1]
Increased urinary 11-deoxycorticosterone level	http://purl.obolibrary.org/obo/HP_0032330	[2, 7, 3, 4, 2]
Increased urinary 11-deoxytetrahydrocorticosterone level	http://purl.obolibrary.org/obo/HP_0032331	[2, 7, 3, 4, 3]
Oligoclonal elevation of circulating IgM	http://purl.obolibrary.org/obo/HP_0032332	[5, 4, 5, 5, 7]
Polyclonal elevation of circulating IgA	http://purl.obolibrary.org/obo/HP_0032333	[2, 3, 7, 4]
Oligoclonal elevation of circulating IgA	http://purl.obolibrary.org/obo/HP_0032334	[5, 3, 1, 6, 6, 1]
Monoclonal elevation of circulating IgA	http://purl.obolibrary.org/obo/HP_0032335	[2, 1, 5, 8]
Increased circulating specific IgE antibody concentration	http://purl.obolibrary.org/obo/HP_0032336	[2, 9, 8, 7, 0]
Monoclonal elevated circulating IgE concentration	http://purl.obolibrary.org/obo/HP_0032337	[2, 1, 5, 9]
Oligoclonal elevated circulating IgE concentration	http://purl.obolibrary.org/obo/HP_0032338	[2, 1, 0, 7]
Polyclonal elevated circulating IgE concentration	http://purl.obolibrary.org/obo/HP_0032339	[2, 1, 0, 8]
obsolete Abnormal spirometry test	http://purl.obolibrary.org/obo/HP_0032340	[6, 4, 9, 8]
Reduced forced vital capacity	http://purl.obolibrary.org/obo/HP_0032341	[7, 8, 3, 4, 2]
Reduced forced expiratory volume in one second	http://purl.obolibrary.org/obo/HP_0032342	[7, 8, 3, 1, 2]
Upslanting toenail	http://purl.obolibrary.org/obo/HP_0032344	[9, 0, 7, 2]
Elevated cancer Ag 19-9 level	http://purl.obolibrary.org/obo/HP_0032345	[2, 1, 3, 1, 2]
Cutaneous lichen amyloidosis	http://purl.obolibrary.org/obo/HP_0032346	[5, 7, 8, 2, 1]
Cutaneous macular amyloidosis	http://purl.obolibrary.org/obo/HP_0032347	[5, 7, 8, 2, 2]
Cutaneous nodular amyloidosis	http://purl.obolibrary.org/obo/HP_0032348	[5, 7, 8, 2, 3]
Serinuria	http://purl.obolibrary.org/obo/HP_0032349	[2, 7, 1, 4, 1]
Sulfocysteinuria	http://purl.obolibrary.org/obo/HP_0032350	[1, 3, 8, 6]
Phenylalaninuria	http://purl.obolibrary.org/obo/HP_0032351	[1, 3, 2, 3]
Methioninuria	http://purl.obolibrary.org/obo/HP_0032352	[1, 3, 8, 5]
Leucinuria	http://purl.obolibrary.org/obo/HP_0032353	[2, 7, 1, 2, 1]
Decreased peak expiratory flow	http://purl.obolibrary.org/obo/HP_0032355	[7, 8, 3, 1, 3]
Decreased pre-bronchodilator forced vital capacity	http://purl.obolibrary.org/obo/HP_0032356	[7, 4, 7, 9]
Decreased post-bronchodilator forced vital capacity	http://purl.obolibrary.org/obo/HP_0032357	[7, 8, 3, 1, 4]
Decreased post-bronchodilator forced expiratory volume in one second	http://purl.obolibrary.org/obo/HP_0032358	[7, 8, 3, 1, 5]
Decreased forced expiratory flow 25-75%	http://purl.obolibrary.org/obo/HP_0032359	[7, 8, 3, 9, 0]
Decreased pre-bronchodilator forced expiratory flow 25-75%	http://purl.obolibrary.org/obo/HP_0032360	[7, 8, 3, 9, 1]
Decreased post-bronchodilator forced expiratory flow 25-75%	http://purl.obolibrary.org/obo/HP_0032361	[7, 8, 3, 9, 2]
Increased circulating corticosterone level	http://purl.obolibrary.org/obo/HP_0032362	[2, 8, 0, 9]
Decreased circulating corticosterone level	http://purl.obolibrary.org/obo/HP_0032363	[7, 4, 5, 7]
obsolete Abnormal CSF amino acid level	http://purl.obolibrary.org/obo/HP_0032364	[1, 6, 4, 5, 0]
Exacerbated by aspirin exposure	http://purl.obolibrary.org/obo/HP_0032365	[5, 3, 1, 6, 0, 1]
Positive direct antiglobulin test	http://purl.obolibrary.org/obo/HP_0032366	[2, 9, 2, 3, 0]
Abnormal growth hormone level	http://purl.obolibrary.org/obo/HP_0032367	[1, 0, 0, 5]
Acidemia	http://purl.obolibrary.org/obo/HP_0032368	[1, 9, 1, 9]
Alkalemia	http://purl.obolibrary.org/obo/HP_0032369	[2, 9, 5, 4, 2]
Blood group A	http://purl.obolibrary.org/obo/HP_0032370	[5, 3, 2, 9, 3]
Isoleucinuria	http://purl.obolibrary.org/obo/HP_0032371	[1, 3, 2, 6, 0]
Increased peripheral blast count	http://purl.obolibrary.org/obo/HP_0032372	[2, 5, 7, 0, 2]
Duffy blood group	http://purl.obolibrary.org/obo/HP_0032373	[5, 3, 9, 8, 0]
Duffy Fya positivity	http://purl.obolibrary.org/obo/HP_0032374	[5, 3, 9, 8, 1]
Duffy Fyb positivity	http://purl.obolibrary.org/obo/HP_0032375	[5, 3, 9, 8, 2]
Anti-beta 2 glycoprotein I antibody positivity	http://purl.obolibrary.org/obo/HP_0032376	[5, 5, 8, 6, 0]
Increased urinary orosomucoid	http://purl.obolibrary.org/obo/HP_0032377	[2, 7, 9, 0]
Immediate-type hypersensitivity drug reaction	http://purl.obolibrary.org/obo/HP_0032378	[5, 3, 1, 7, 2, 0]
Polymorphous light eruption	http://purl.obolibrary.org/obo/HP_0032379	[5, 9, 1, 4, 7]
Hydroa vacciniforme	http://purl.obolibrary.org/obo/HP_0032381	[5, 6, 0, 1, 9]
Uniparental disomy	http://purl.obolibrary.org/obo/HP_0032382	[5, 3, 4, 0, 4]
Uniparental heterodisomy	http://purl.obolibrary.org/obo/HP_0032383	[4, 8, 0, 3, 2]
Uniparental isodisomy	http://purl.obolibrary.org/obo/HP_0032384	[5, 3, 4, 0, 5]
Abnormal circulating transferrin concentration	http://purl.obolibrary.org/obo/HP_0032385	[1, 4, 1, 2]
Elevated circulating transferrin concentration	http://purl.obolibrary.org/obo/HP_0032386	[2, 8, 6, 0, 2]
Reduced circulating transferrin concentration	http://purl.obolibrary.org/obo/HP_0032387	[7, 4, 3, 2]
Periventricular nodular heterotopia	http://purl.obolibrary.org/obo/HP_0032388	[5, 6, 3, 8, 4]
Periventricular laminar heterotopia	http://purl.obolibrary.org/obo/HP_0032389	[5, 6, 3, 8, 5]
Periventricular ribbonlike heterotopia	http://purl.obolibrary.org/obo/HP_0032390	[5, 6, 3, 8, 6]
Subcortical heterotopia	http://purl.obolibrary.org/obo/HP_0032391	[5, 6, 3, 2, 0]
Nodular subcortical heterotopia in peritrigonal regions	http://purl.obolibrary.org/obo/HP_0032392	[5, 6, 3, 2, 1]
Diffuse ribbon-like subcortical heterotopia	http://purl.obolibrary.org/obo/HP_0032393	[5, 6, 3, 2, 2]
Mesial parasagittal subcortical heterotopia	http://purl.obolibrary.org/obo/HP_0032394	[5, 6, 3, 2, 3]
Curvilinear subcortical heterotopia	http://purl.obolibrary.org/obo/HP_0032395	[3, 4, 1, 0]
Transmantle columnar heterotopia	http://purl.obolibrary.org/obo/HP_0032396	[4, 8, 0, 5, 2]
Citrullinuria	http://purl.obolibrary.org/obo/HP_0032397	[1, 3, 2, 2, 2]
Dysgyria	http://purl.obolibrary.org/obo/HP_0032398	[7, 3, 5, 9]
Dysgyria with normal cortical thickness	http://purl.obolibrary.org/obo/HP_0032399	[5, 3, 9, 2, 3, 2]
Dysgyria with thickened cortex	http://purl.obolibrary.org/obo/HP_0032400	[5, 4, 9, 1, 5]
Aspartic aciduria	http://purl.obolibrary.org/obo/HP_0032401	[1, 3, 2, 0, 1]
Asparaginuria	http://purl.obolibrary.org/obo/HP_0032403	[1, 3, 2, 0, 2]
Testicular mass	http://purl.obolibrary.org/obo/HP_0032404	[5, 8, 7, 1, 2]
Increased urinary phosphoserine level	http://purl.obolibrary.org/obo/HP_0032405	[2, 7, 0, 4, 0]
Unilateral perisylvian polymicrogyria	http://purl.obolibrary.org/obo/HP_0032406	[5, 1, 3, 8, 1]
Bilateral perisylvian polymicrogyria	http://purl.obolibrary.org/obo/HP_0032407	[5, 4, 5, 9, 7]
Breast mass	http://purl.obolibrary.org/obo/HP_0032408	[5, 6, 1, 8, 1]
Subcortical band heterotopia	http://purl.obolibrary.org/obo/HP_0032409	[5, 6, 3, 2, 4]
Bilateral generalized polymicrogyria	http://purl.obolibrary.org/obo/HP_0032410	[5, 3, 9, 2, 1, 2]
Posterior predominant subcortical band heterotopia	http://purl.obolibrary.org/obo/HP_0032411	[5, 6, 3, 2, 5]
Anterior predominant subcortical band heterotopia	http://purl.obolibrary.org/obo/HP_0032412	[5, 6, 3, 2, 6]
Diffuse subcortical band heterotopia	http://purl.obolibrary.org/obo/HP_0032413	[5, 6, 3, 2, 7]
Hydroxylysinuria	http://purl.obolibrary.org/obo/HP_0032414	[1, 3, 1, 3, 2]
Parasagittal parieto-occipital polymicrogyria	http://purl.obolibrary.org/obo/HP_0032415	[4, 1, 7, 4, 2]
Retinal microaneurysm	http://purl.obolibrary.org/obo/HP_0032416	[5, 0, 9, 4, 1]
Periglomerular fibrosis	http://purl.obolibrary.org/obo/HP_0032417	[5, 7, 9, 4, 2]
Abnormal HDL subfraction concentration	http://purl.obolibrary.org/obo/HP_0032418	[1, 2, 2, 3]
Abnormal HDL2a concentration	http://purl.obolibrary.org/obo/HP_0032419	[1, 2, 2, 4]
Increased HDL2a concentration	http://purl.obolibrary.org/obo/HP_0032420	[2, 8, 1, 9, 0]
Decreased HDL2a concentration	http://purl.obolibrary.org/obo/HP_0032421	[7, 4, 2, 1, 1]
Abnormal HDL2b concentration	http://purl.obolibrary.org/obo/HP_0032422	[1, 2, 2, 5]
Decreased HDL2b concentration	http://purl.obolibrary.org/obo/HP_0032423	[7, 4, 2, 1, 2]
Increased HDL2b concentration	http://purl.obolibrary.org/obo/HP_0032424	[2, 8, 1, 9, 1]
Abnormal HDL3a concentration	http://purl.obolibrary.org/obo/HP_0032425	[1, 2, 2, 6]
Abnormal HDL3b concentration	http://purl.obolibrary.org/obo/HP_0032426	[1, 2, 2, 7]
Abnormal HDL3c concentration	http://purl.obolibrary.org/obo/HP_0032427	[1, 2, 2, 8]
Increased HDL3a concentration	http://purl.obolibrary.org/obo/HP_0032428	[2, 8, 1, 0, 1]
Decreased HDL3a concentration	http://purl.obolibrary.org/obo/HP_0032429	[7, 4, 2, 1, 3]
Increased HDL3b concentration	http://purl.obolibrary.org/obo/HP_0032430	[2, 8, 1, 9, 2]
Decreased HDL3b concentration	http://purl.obolibrary.org/obo/HP_0032431	[7, 4, 2, 1, 4]
Increased HDL3c concentration	http://purl.obolibrary.org/obo/HP_0032432	[2, 8, 1, 0, 2]
Decreased HDL3c concentration	http://purl.obolibrary.org/obo/HP_0032433	[7, 4, 2, 1, 5]
Delayed umbilical cord separation	http://purl.obolibrary.org/obo/HP_0032434	[4, 8, 1, 6, 5]
Neonatal omphalitis	http://purl.obolibrary.org/obo/HP_0032435	[4, 8, 1, 5, 5]
Abnormal circulating C-reactive protein concentration	http://purl.obolibrary.org/obo/HP_0032436	[1, 0, 6, 8]
Reduced circulating C-reactive protein concecntration	http://purl.obolibrary.org/obo/HP_0032437	[7, 4, 0, 3, 3]
Platelet anisocytosis	http://purl.obolibrary.org/obo/HP_0032438	[2, 5, 7, 9, 2]
Airborn particle hypersensitivity	http://purl.obolibrary.org/obo/HP_0032439	[5, 3, 1, 7, 6, 1]
Blood group B	http://purl.obolibrary.org/obo/HP_0032440	[7, 8, 8, 9, 0]
Blood group AB	http://purl.obolibrary.org/obo/HP_0032441	[5, 3, 2, 9, 4]
Blood group O	http://purl.obolibrary.org/obo/HP_0032442	[5, 3, 2, 9, 5]
Past medical history	http://purl.obolibrary.org/obo/HP_0032443	[5, 3, 3, 8, 1]
